"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","share"
"150",150,2,21,31,131,11,18,"盛岡","23区","花巻","羽田","花巻駅羽田駅",0,530,0,NA,NA,NA,NA,0,NA,NA,0,0.1,0.001
"151",151,2,22,31,141,11,18,"盛岡","横浜","盛岡","新横浜","盛岡駅新横浜駅",57,65,194,17920,1,692,7.3871085,1,0,5.8624155,0.876923076923077,0.123076923076923,0.876923076923077
"152",152,2,22,31,141,11,18,"盛岡","横浜","花巻","羽田","花巻駅羽田駅",0,65,0,NA,NA,NA,51.40044,0,NA,20.18317,0,0.123076923076923,0.001
"153",153,2,23,31,144,11,18,"盛岡","小田原","盛岡","小田原","盛岡駅小田原駅",5,5,215,19220,1,650,2.794271,1,0,1.269578,1,0,0.999
"154",154,2,23,31,144,11,18,"盛岡","小田原","花巻","羽田","花巻駅羽田駅",0,5,0,NA,NA,NA,91.22893917,0,NA,60.01166917,0,0,0.001
"155",155,2,24,31,151,11,20,"盛岡","新潟","盛岡","新潟","盛岡駅新潟駅",7,16,244,7340,1,592,3.630977667,1,0,2.106284667,0.4375,0.5625,0.4375
"156",156,2,24,31,151,11,20,"盛岡","新潟","花巻","新潟","花巻駅新潟駅",0,16,0,NA,NA,NA,43.33134917,0,NA,12.11407917,0,0.5625,0.001
"157",157,2,25,31,152,11,20,"盛岡","長岡","盛岡","長岡","盛岡駅長岡駅",2,4,221,9500,1,638,1.815636,1,0,0.290943,0.5,0.5,0.5
"158",158,2,25,31,152,11,20,"盛岡","長岡","花巻","新潟","花巻駅新潟駅",0,4,0,NA,NA,NA,90.06583259,0,NA,58.84856259,0,0.5,0.001
"159",159,2,26,31,154,11,20,"盛岡","三条・燕","盛岡","燕三条","盛岡駅燕三条駅",1,1,232,8860,1,616,3.278903,1,0,1.75421,1,0,0.999
"160",160,2,26,31,154,11,20,"盛岡","三条・燕","花巻","新潟","花巻駅新潟駅",0,1,0,NA,NA,NA,69.104382,0,NA,37.887112,0,0,0.001
"161",161,2,27,31,155,11,20,"盛岡","魚沼","盛岡","浦佐","盛岡駅浦佐駅",0,0,211,10800,1,658,16.95883,1,0,15.434137,NA,NA,NA
"162",162,2,27,31,155,11,20,"盛岡","魚沼","花巻","新潟","花巻駅新潟駅",0,0,0,NA,NA,NA,128.446275,0,NA,97.229005,NA,NA,NA
"163",163,2,28,31,201,11,18,"盛岡","長野","盛岡","長野","盛岡駅長野駅",3,5,235,10800,1,610,2.604721,1,0,1.080028,0.6,0.4,0.6
"164",164,2,28,31,201,11,18,"盛岡","長野","花巻","羽田","花巻駅羽田駅",0,5,0,NA,NA,NA,219.448271,0,NA,188.231001,0,0.4,0.001
"165",165,2,29,31,203,11,24,"盛岡","上田","盛岡","上田","盛岡駅上田駅",2,3,223,11880,1,634,2.058097,1,0,0.533404,0.666666666666667,0.333333333333333,0.666666666666667
"166",166,2,29,31,203,11,24,"盛岡","上田","花巻","名古屋","花巻駅名古屋駅",0,3,0,NA,NA,NA,246.469151,0,NA,215.251881,0,0.333333333333333,0.001
"167",167,2,30,31,211,11,24,"盛岡","岐阜","盛岡","岐阜羽島","盛岡駅岐阜羽島駅",1,5,355,23980,1,370,15.745363,1,0,14.22067,0.2,0.2,0.2
"168",168,2,30,31,211,11,24,"盛岡","岐阜","花巻","名古屋","花巻駅名古屋駅",3,5,0,NA,NA,NA,94.023976,0,NA,62.806706,0.6,0.2,0.6
"169",169,2,31,31,221,11,18,"盛岡","中部","盛岡","静岡","盛岡駅静岡駅",7,7,243,20300,1,594,2.898635,1,0,1.373942,1,0,0.999
"170",170,2,31,31,221,11,18,"盛岡","中部","花巻","羽田","花巻駅羽田駅",0,7,0,NA,NA,NA,150.8139653,0,NA,119.5966953,0,0,0.001
"171",171,2,32,31,222,11,24,"盛岡","西部","盛岡","浜松","盛岡駅浜松駅",6,6,269,21600,1,542,3.300139167,1,0,1.775446167,1,0,0.999
"172",172,2,32,31,222,11,24,"盛岡","西部","花巻","名古屋","花巻駅名古屋駅",0,6,0,NA,NA,NA,103.168367,0,NA,71.951097,0,0,0.001
"173",173,2,33,31,223,11,18,"盛岡","東部","盛岡","三島","盛岡駅三島駅",2,2,237,19660,1,606,7.0576275,1,0,5.5329345,1,0,0.999
"174",174,2,33,31,223,11,18,"盛岡","東部","花巻","羽田","花巻駅羽田駅",0,2,0,NA,NA,NA,113.45171033,0,NA,82.23444033,0,0,0.001
"175",175,2,34,31,231,11,24,"盛岡","名古屋","盛岡","名古屋","盛岡駅名古屋駅",13,14,274,23320,1,532,4.465553333,1,0,2.940860333,0.928571428571429,0.0714285714285714,0.928571428571429
"176",176,2,34,31,231,11,24,"盛岡","名古屋","花巻","名古屋","花巻駅名古屋駅",0,14,0,NA,NA,NA,62.596347,0,NA,31.379077,0,0.0714285714285714,0.001
"177",177,2,35,31,232,11,24,"盛岡","東三河","盛岡","豊橋","盛岡駅豊橋駅",0,19,312,22240,1,456,3.019956667,1,0,1.495263667,0,1,0.001
"178",178,2,35,31,232,11,24,"盛岡","東三河","花巻","名古屋","花巻駅名古屋駅",0,19,0,NA,NA,NA,81.73475922,0,NA,50.51748922,0,1,0.001
"179",179,2,36,31,233,11,24,"盛岡","豊田","盛岡","三河安城","盛岡駅三河安城駅",5,7,331,22680,1,418,11.833057,1,0,10.308364,0.714285714285714,0.142857142857143,0.714285714285714
"180",180,2,36,31,233,11,24,"盛岡","豊田","花巻","名古屋","花巻駅名古屋駅",1,7,0,NA,NA,NA,66.150604,0,NA,34.933334,0.142857142857143,0.142857142857143,0.142857142857143
"181",181,2,37,31,252,11,25,"盛岡","東北部","盛岡","米原","盛岡駅米原駅",0,0,374,24620,1,332,6.957051,1,0,5.432358,NA,NA,NA
"182",182,2,37,31,252,11,25,"盛岡","東北部","花巻","関西国際","花巻駅関西国際駅",0,0,0,NA,NA,NA,161.419443,0,NA,130.202173,NA,NA,NA
"183",183,2,38,31,261,11,25,"盛岡","京都","盛岡","京都","盛岡駅京都駅",14,29,310,25920,1,460,4.040824,1,0,2.516131,0.482758620689655,0.379310344827586,0.482758620689655
"184",184,2,38,31,261,11,25,"盛岡","京都","花巻","関西国際","花巻駅関西国際駅",4,29,0,NA,NA,NA,109.659696,0,NA,78.442426,0.137931034482759,0.379310344827586,0.137931034482759
"185",185,2,39,31,271,11,25,"盛岡","大阪","盛岡","新大阪","盛岡駅新大阪駅",7,20,325,26360,1,430,2.629814,1,0,1.105121,0.35,0.2,0.35
"186",186,2,39,31,271,11,25,"盛岡","大阪","花巻","関西国際","花巻駅関西国際駅",9,20,0,NA,NA,NA,67.094759,0,NA,35.877489,0.45,0.2,0.45
"187",187,2,40,31,281,11,25,"盛岡","神戸","盛岡","新神戸","盛岡駅新神戸駅",2,11,338,27000,1,404,3.2511,1,0,1.726407,0.181818181818182,0.636363636363636,0.181818181818182
"188",188,2,40,31,281,11,25,"盛岡","神戸","花巻","関西国際","花巻駅関西国際駅",2,11,0,NA,NA,NA,59.461531,0,NA,28.244261,0.181818181818182,0.636363636363636,0.181818181818182
"189",189,2,41,31,283,11,25,"盛岡","播磨","盛岡","姫路","盛岡駅姫路駅",0,0,355,27640,1,370,2.953940667,1,0,1.429247667,NA,NA,NA
"190",190,2,41,31,283,11,25,"盛岡","播磨","花巻","関西国際","花巻駅関西国際駅",0,0,0,NA,NA,NA,95.99856367,0,NA,64.78129367,NA,NA,NA
"191",191,2,42,31,331,11,30,"盛岡","県南","盛岡","岡山","盛岡駅岡山駅",1,1,370,28940,1,340,2.714063167,1,0,1.189370167,1,0,0.999
"192",192,2,42,31,331,11,30,"盛岡","県南","花巻","岡山","花巻駅岡山駅",0,1,0,NA,NA,NA,50.90138867,0,NA,19.68411867,0,0,0.001
"193",193,2,43,31,341,11,31,"盛岡","広島","盛岡","広島","盛岡駅広島駅",3,5,411,31320,1,258,3.6295165,1,0,2.1048235,0.6,0.2,0.6
"194",194,2,43,31,341,11,31,"盛岡","広島","花巻","広島","花巻駅広島駅",1,5,0,NA,NA,NA,76.34078617,0,NA,45.12351617,0.2,0.2,0.2
"195",195,2,44,31,342,11,31,"盛岡","備後","盛岡","福山","盛岡駅福山駅",0,0,388,30020,1,304,2.091958167,1,0,0.567265167,NA,NA,NA
"196",196,2,44,31,342,11,31,"盛岡","備後","花巻","広島","花巻駅広島駅",0,0,0,NA,NA,NA,74.2177095,0,NA,43.0004395,NA,NA,NA
"197",197,2,45,31,351,11,32,"盛岡","山口","盛岡","新山口","盛岡駅新山口駅",0,0,439,33700,1,202,12.42028974,1,0,10.89559674,NA,NA,NA
"198",198,2,45,31,351,11,32,"盛岡","山口","花巻","山口宇部","花巻駅山口宇部駅",0,0,0,NA,NA,NA,65.82898348,0,NA,34.61171348,NA,NA,NA
"199",199,2,46,31,352,11,32,"盛岡","下関","盛岡","新下関","盛岡駅新下関駅",0,0,582,34340,1,NA,6.998399,1,0,5.473706,NA,NA,NA
"200",200,2,46,31,352,11,32,"盛岡","下関","花巻","山口宇部","花巻駅山口宇部駅",0,0,0,NA,NA,NA,62.390495,0,NA,31.173225,NA,NA,NA
"201",201,2,47,31,353,11,32,"盛岡","宇部","盛岡","厚狭","盛岡駅厚狭駅",0,0,571,33700,1,NA,15.10709,1,0,13.582397,NA,NA,NA
"202",202,2,47,31,353,11,32,"盛岡","宇部","花巻","山口宇部","花巻駅山口宇部駅",0,0,0,NA,NA,NA,34.828163,0,NA,3.610893,NA,NA,NA
"203",203,2,48,31,354,11,32,"盛岡","岩国","盛岡","新岩国","盛岡駅新岩国駅",0,0,521,31960,1,38,8.009354,1,0,6.484661,NA,NA,NA
"204",204,2,48,31,354,11,32,"盛岡","岩国","花巻","山口宇部","花巻駅山口宇部駅",0,0,0,NA,NA,NA,122.162679,0,NA,90.945409,NA,NA,NA
"205",205,2,49,31,355,11,32,"盛岡","徳山","盛岡","徳山","盛岡駅徳山駅",0,0,436,32620,1,208,8.815317,1,0,7.290624,NA,NA,NA
"206",206,2,49,31,355,11,32,"盛岡","徳山","花巻","山口宇部","花巻駅山口宇部駅",0,0,0,NA,NA,NA,86.869573,0,NA,55.652303,NA,NA,NA
"207",207,2,50,31,401,11,37,"盛岡","福岡","盛岡","博多","盛岡駅博多駅",0,4,475,35640,1,130,3.278352,1,0,1.753659,0,0.25,0.001
"208",208,2,50,31,401,11,37,"盛岡","福岡","花巻","福岡","花巻駅福岡駅",3,4,0,NA,NA,NA,35.248968,0,NA,4.031698,0.75,0.25,0.75
"209",209,2,51,31,402,11,37,"盛岡","北九州","盛岡","小倉","盛岡駅小倉駅",2,3,458,35000,1,164,2.269166333,1,0,0.744473333,0.666666666666667,0,0.666666666666667
"210",210,2,51,31,402,11,37,"盛岡","北九州","花巻","福岡","花巻駅福岡駅",1,3,0,NA,NA,NA,76.346646,0,NA,45.129376,0.333333333333333,0,0.333333333333333
"211",211,2,52,31,432,11,41,"盛岡","八代・芦北","盛岡","新八代","盛岡駅新八代駅",0,0,575,38020,1,NA,4.021204667,1,0,2.496511667,NA,NA,NA
"212",212,2,52,31,432,11,41,"盛岡","八代・芦北","花巻","熊本","花巻駅熊本駅",0,0,0,NA,NA,NA,69.9986385,0,NA,38.7813685,NA,NA,NA
"213",213,2,53,31,461,11,44,"盛岡","鹿児島","盛岡","鹿児島中央","盛岡駅鹿児島中央駅",0,1,620,39740,1,NA,3.439257167,1,0,1.914564167,0,1,0.001
"214",214,2,53,31,461,11,44,"盛岡","鹿児島","花巻","鹿児島","花巻駅鹿児島駅",0,1,0,NA,NA,NA,56.42249517,0,NA,25.20522517,0,1,0.001
"215",215,2,54,31,462,11,44,"盛岡","川北薩・串木野","盛岡","川内","盛岡駅川内駅",0,0,608,39320,1,NA,2.358667167,1,0,0.833974167,NA,NA,NA
"216",216,2,54,31,462,11,44,"盛岡","川北薩・串木野","花巻","鹿児島","花巻駅鹿児島駅",0,0,0,NA,NA,NA,66.42666017,0,NA,35.20939017,NA,NA,NA
"217",217,3,1,32,22,11,10,"北上中部","南部","新花巻","八戸","新花巻駅八戸駅",8,146,36,4540,1,1008,10.20079,1,0,4.994543,0.0547945205479452,0.945205479452055,0.0547945205479452
"218",218,3,1,32,22,11,10,"北上中部","南部","花巻","三沢","花巻駅三沢駅",0,146,0,NA,NA,NA,26.456241,0,NA,22.523849,0,0.945205479452055,0.001
"219",219,3,2,32,31,11,11,"北上中部","盛岡","新花巻","盛岡","新花巻駅盛岡駅",0,0,0,1340,1,1080,6.73094,1,0,1.524693,NA,NA,NA
"220",220,3,2,32,31,11,11,"北上中部","盛岡","花巻","花巻","花巻駅花巻駅",0,0,0,NA,NA,NA,35.149662,0,NA,31.21727,NA,NA,NA
"221",221,3,3,32,32,11,11,"北上中部","北上中部","新花巻","新花巻","新花巻駅新花巻駅",0,0,0,NA,1,1080,10.412494,1,0,5.206247,NA,NA,NA
"222",222,3,3,32,32,11,11,"北上中部","北上中部","花巻","花巻","花巻駅花巻駅",0,0,0,NA,NA,NA,7.864784,0,NA,3.932392,NA,NA,NA
"223",223,3,4,32,33,11,11,"北上中部","両磐","新花巻","一ノ関","新花巻駅一ノ関駅",0,0,38,1940,1,1004,6.590728,1,0,1.384481,NA,NA,NA
"224",224,3,4,32,33,11,11,"北上中部","両磐","花巻","花巻","花巻駅花巻駅",0,0,0,NA,NA,NA,57.906074,0,NA,53.973682,NA,NA,NA
"225",225,3,5,32,41,11,12,"北上中部","仙台","新花巻","仙台","新花巻駅仙台駅",147,969,74,5180,1,932,6.524707,1,0,1.31846,0.151702786377709,0.848297213622291,0.151702786377709
"226",226,3,5,32,41,11,12,"北上中部","仙台","花巻","仙台","花巻駅仙台駅",0,969,0,NA,NA,NA,19.223373,0,NA,15.290981,0,0.848297213622291,0.001
"227",227,3,6,32,43,11,12,"北上中部","古川","新花巻","くりこま高原","新花巻駅くりこま高原駅",4,189,50,2980,1,980,10.270255,1,0,5.064008,0.0211640211640212,0.978835978835979,0.0211640211640212
"228",228,3,6,32,43,11,12,"北上中部","古川","花巻","仙台","花巻駅仙台駅",0,189,0,NA,NA,NA,70.010107,0,NA,66.077715,0,0.978835978835979,0.001
"229",229,3,7,32,51,11,13,"北上中部","秋田臨海","新花巻","秋田","新花巻駅秋田駅",1,230,95,6040,1,890,7.517781,1,0,2.311534,0.00434782608695652,0.995652173913044,0.00434782608695652
"230",230,3,7,32,51,11,13,"北上中部","秋田臨海","花巻","秋田","花巻駅秋田駅",0,230,0,NA,NA,NA,19.261913,0,NA,15.329521,0,0.995652173913044,0.001
"231",231,3,8,32,61,11,15,"北上中部","山形","新花巻","山形","新花巻駅山形駅",1,50,159,5180,1,762,6.524855,1,0,1.318608,0.02,0.98,0.02
"232",232,3,8,32,61,11,15,"北上中部","山形","花巻","山形","花巻駅山形駅",0,50,0,NA,NA,NA,21.301674,0,NA,17.369282,0,0.98,0.001
"233",233,3,9,32,63,11,12,"北上中部","米沢","新花巻","米沢","新花巻駅米沢駅",1,5,125,6700,1,830,6.96125,1,0,1.755003,0.2,0.8,0.2
"234",234,3,9,32,63,11,12,"北上中部","米沢","花巻","仙台","花巻駅仙台駅",0,5,0,NA,NA,NA,79.224845,0,NA,75.292453,0,0.8,0.001
"235",235,3,10,32,64,11,12,"北上中部","新庄","新花巻","新庄","新花巻駅新庄駅",0,3,207,2640,1,666,5.646242,1,0,0.439995,0,1,0.001
"236",236,3,10,32,64,11,12,"北上中部","新庄","花巻","仙台","花巻駅仙台駅",0,3,0,NA,NA,NA,92.43862,0,NA,88.506228,0,1,0.001
"237",237,3,11,32,71,11,12,"北上中部","福島","新花巻","福島","新花巻駅福島駅",11,52,89,8000,1,902,7.186940833,1,0,1.980693833,0.211538461538462,0.788461538461538,0.211538461538462
"238",238,3,11,32,71,11,12,"北上中部","福島","花巻","仙台","花巻駅仙台駅",0,52,0,NA,NA,NA,55.9125035,0,NA,51.9801115,0,0.788461538461538,0.001
"239",239,3,12,32,73,11,17,"北上中部","郡山","新花巻","郡山","新花巻駅郡山駅",2,22,104,9500,1,872,8.194525,1,0,2.988278,0.0909090909090909,0.909090909090909,0.0909090909090909
"240",240,3,12,32,73,11,17,"北上中部","郡山","花巻","福島","花巻駅福島駅",0,22,0,NA,NA,NA,25.8006735,0,NA,21.8682815,0,0.909090909090909,0.001
"241",241,3,13,32,76,11,17,"北上中部","白河","新花巻","新白河","新花巻駅新白河駅",0,5,85,10800,1,910,7.758226667,1,0,2.551979667,0,1,0.001
"242",242,3,13,32,76,11,17,"北上中部","白河","花巻","福島","花巻駅福島駅",0,5,0,NA,NA,NA,27.4863585,0,NA,23.5539665,0,1,0.001
"243",243,3,14,32,91,11,18,"北上中部","宇都宮","新花巻","宇都宮","新花巻駅宇都宮駅",5,16,131,12960,1,818,7.355156667,1,0,2.148909667,0.3125,0.6875,0.3125
"244",244,3,14,32,91,11,18,"北上中部","宇都宮","花巻","羽田","花巻駅羽田駅",0,16,0,NA,NA,NA,100.92073433,0,NA,96.98834233,0,0.6875,0.001
"245",245,3,15,32,93,11,18,"北上中部","栃木・小山","新花巻","小山","新花巻駅小山駅",4,6,42,13600,1,996,14.647349259,1,0,9.441102259,0.666666666666667,0.333333333333333,0.666666666666667
"246",246,3,15,32,93,11,18,"北上中部","栃木・小山","花巻","羽田","花巻駅羽田駅",0,6,0,NA,NA,NA,91.21505581,0,NA,87.28266381,0,0.333333333333333,0.001
"247",247,3,16,32,95,11,18,"北上中部","那須","新花巻","那須塩原","新花巻駅那須塩原駅",1,10,70,11880,1,940,12.113583,1,0,6.907336,0.1,0.9,0.1
"248",248,3,16,32,95,11,18,"北上中部","那須","花巻","羽田","花巻駅羽田駅",0,10,0,NA,NA,NA,151.998458,0,NA,148.066066,0,0.9,0.001
"249",249,3,17,32,101,11,18,"北上中部","前橋・高崎","新花巻","高崎","新花巻駅高崎駅",6,8,173,12960,1,734,14.082083,1,0,8.875836,0.75,0.25,0.75
"250",250,3,17,32,101,11,18,"北上中部","前橋・高崎","花巻","羽田","花巻駅羽田駅",0,8,0,NA,NA,NA,117.648699,0,NA,113.716307,0,0.25,0.001
"251",251,3,18,32,104,11,18,"北上中部","沼田・利根","新花巻","上毛高原","新花巻駅上毛高原駅",0,0,198,11880,1,684,13.736914,1,0,8.530667,NA,NA,NA
"252",252,3,18,32,104,11,18,"北上中部","沼田・利根","花巻","羽田","花巻駅羽田駅",0,0,0,NA,NA,NA,142.724063,0,NA,138.791671,NA,NA,NA
"253",253,3,19,32,111,11,18,"北上中部","浦和","新花巻","大宮","新花巻駅大宮駅",40,63,149,15120,1,782,10.608444,1,0,5.402197,0.634920634920635,0.365079365079365,0.634920634920635
"254",254,3,19,32,111,11,18,"北上中部","浦和","花巻","羽田","花巻駅羽田駅",0,63,0,NA,NA,NA,40.812967,0,NA,36.880575,0,0.365079365079365,0.001
"255",255,3,20,32,113,11,18,"北上中部","児玉・大里","新花巻","熊谷","新花巻駅熊谷駅",4,5,163,14040,1,754,5.915609,1,0,0.709362,0.8,0.2,0.8
"256",256,3,20,32,113,11,18,"北上中部","児玉・大里","花巻","羽田","花巻駅羽田駅",0,5,0,NA,NA,NA,79.352539,0,NA,75.420147,0,0.2,0.001
"257",257,3,21,32,131,11,18,"北上中部","23区","新花巻","東京","新花巻駅東京駅",146,170,175,15760,1,730,NA,1,0,NA,0.858823529411765,0.141176470588235,0.858823529411765
"258",258,3,21,32,131,11,18,"北上中部","23区","花巻","羽田","花巻駅羽田駅",0,170,0,NA,NA,NA,NA,0,NA,NA,0,0.141176470588235,0.001
"259",259,3,22,32,141,11,18,"北上中部","横浜","新花巻","新横浜","新花巻駅新横浜駅",13,16,194,16840,1,692,11.0686625,1,0,5.8624155,0.8125,0.1875,0.8125
"260",260,3,22,32,141,11,18,"北上中部","横浜","花巻","羽田","花巻駅羽田駅",0,16,0,NA,NA,NA,24.115562,0,NA,20.18317,0,0.1875,0.001
"261",261,3,23,32,144,11,18,"北上中部","小田原","新花巻","小田原","新花巻駅小田原駅",2,3,215,18580,1,650,6.475825,1,0,1.269578,0.666666666666667,0.333333333333333,0.666666666666667
"262",262,3,23,32,144,11,18,"北上中部","小田原","花巻","羽田","花巻駅羽田駅",0,3,0,NA,NA,NA,63.94406117,0,NA,60.01166917,0,0.333333333333333,0.001
"263",263,3,24,32,151,11,20,"北上中部","新潟","新花巻","新潟","新花巻駅新潟駅",0,6,244,6040,1,592,7.312531667,1,0,2.106284667,0,1,0.001
"264",264,3,24,32,151,11,20,"北上中部","新潟","花巻","新潟","花巻駅新潟駅",0,6,0,NA,NA,NA,16.04647117,0,NA,12.11407917,0,1,0.001
"265",265,3,25,32,152,11,20,"北上中部","長岡","新花巻","長岡","新花巻駅長岡駅",0,2,221,8000,1,638,5.49719,1,0,0.290943,0,1,0.001
"266",266,3,25,32,152,11,20,"北上中部","長岡","花巻","新潟","花巻駅新潟駅",0,2,0,NA,NA,NA,62.78095459,0,NA,58.84856259,0,1,0.001
"267",267,3,26,32,154,11,20,"北上中部","三条・燕","新花巻","燕三条","新花巻駅燕三条駅",0,0,232,7340,1,616,6.960457,1,0,1.75421,NA,NA,NA
"268",268,3,26,32,154,11,20,"北上中部","三条・燕","花巻","新潟","花巻駅新潟駅",0,0,0,NA,NA,NA,41.819504,0,NA,37.887112,NA,NA,NA
"269",269,3,27,32,155,11,20,"北上中部","魚沼","新花巻","浦佐","新花巻駅浦佐駅",0,0,211,9500,1,658,20.640384,1,0,15.434137,NA,NA,NA
"270",270,3,27,32,155,11,20,"北上中部","魚沼","花巻","新潟","花巻駅新潟駅",0,0,0,NA,NA,NA,101.161397,0,NA,97.229005,NA,NA,NA
"271",271,3,28,32,201,11,18,"北上中部","長野","新花巻","長野","新花巻駅長野駅",1,2,235,9500,1,610,6.286275,1,0,1.080028,0.5,0.5,0.5
"272",272,3,28,32,201,11,18,"北上中部","長野","花巻","羽田","花巻駅羽田駅",0,2,0,NA,NA,NA,192.163393,0,NA,188.231001,0,0.5,0.001
"273",273,3,29,32,203,11,24,"北上中部","上田","新花巻","上田","新花巻駅上田駅",0,0,223,10800,1,634,5.739651,1,0,0.533404,NA,NA,NA
"274",274,3,29,32,203,11,24,"北上中部","上田","花巻","名古屋","花巻駅名古屋駅",0,0,0,NA,NA,NA,219.184273,0,NA,215.251881,NA,NA,NA
"275",275,3,30,32,211,11,24,"北上中部","岐阜","新花巻","岐阜羽島","新花巻駅岐阜羽島駅",6,6,355,23320,1,370,19.426917,1,0,14.22067,1,0,0.999
"276",276,3,30,32,211,11,24,"北上中部","岐阜","花巻","名古屋","花巻駅名古屋駅",0,6,0,NA,NA,NA,66.739098,0,NA,62.806706,0,0,0.001
"277",277,3,31,32,221,11,18,"北上中部","中部","新花巻","静岡","新花巻駅静岡駅",0,0,243,20300,1,594,6.580189,1,0,1.373942,NA,NA,NA
"278",278,3,31,32,221,11,18,"北上中部","中部","花巻","羽田","花巻駅羽田駅",0,0,0,NA,NA,NA,123.5290873,0,NA,119.5966953,NA,NA,NA
"279",279,3,32,32,222,11,24,"北上中部","西部","新花巻","浜松","新花巻駅浜松駅",1,2,269,20960,1,542,6.981693167,1,0,1.775446167,0.5,0.5,0.5
"280",280,3,32,32,222,11,24,"北上中部","西部","花巻","名古屋","花巻駅名古屋駅",0,2,0,NA,NA,NA,75.883489,0,NA,71.951097,0,0.5,0.001
"281",281,3,33,32,223,11,18,"北上中部","東部","新花巻","三島","新花巻駅三島駅",4,4,237,19220,1,606,10.7391815,1,0,5.5329345,1,0,0.999
"282",282,3,33,32,223,11,18,"北上中部","東部","花巻","羽田","花巻駅羽田駅",0,4,0,NA,NA,NA,86.16683233,0,NA,82.23444033,0,0,0.001
"283",283,3,34,32,231,11,24,"北上中部","名古屋","新花巻","名古屋","新花巻駅名古屋駅",6,7,274,22680,1,532,8.147107333,1,0,2.940860333,0.857142857142857,0,0.857142857142857
"284",284,3,34,32,231,11,24,"北上中部","名古屋","花巻","名古屋","花巻駅名古屋駅",1,7,0,NA,NA,NA,35.311469,0,NA,31.379077,0.142857142857143,0,0.142857142857143
"285",285,3,35,32,232,11,24,"北上中部","東三河","新花巻","豊橋","新花巻駅豊橋駅",0,0,312,21600,1,456,6.701510667,1,0,1.495263667,NA,NA,NA
"286",286,3,35,32,232,11,24,"北上中部","東三河","花巻","名古屋","花巻駅名古屋駅",0,0,0,NA,NA,NA,54.44988122,0,NA,50.51748922,NA,NA,NA
